class	tweet
1	Вот хочу с вами поделиться. Я в том году сидела на диетах. Могла спокойно отсидеть два месяца голода, но как мне быть теперь? Из-за бисака и флуоксетина я посадила мочевой и желудок.Все бы ничего, я могла так же сидеть на голоде но нет.
1	Паксил. Это антидепрессанты. Считаются вроде как лёгкими, но приход от них хороший. Вызывают абсолютное чувство похуизма совершенно на всё. У меня подруга на них сидела после развода, а я периодически стреляла у неё, когда совсем херово было.
1	Щас бы выпить ксанакса и уснуть. Крутая штука
1	2 капсулы велаксина - и я апатичная амебка 3 капсулы - и у меня такая эйфория, что зубы скрипят ну здравствуйте, конечно
0	это не фенозепам, эот флуоксетин и он действует по накопительной)
0	Раньше выпускали препарат талидомид, помогающий беременным избавиться от плохого самочувствия. Но этим свойством обладал только один изомер.
1	Акку-Чек-немецкий глюкометр,Метформин известен с 40х годов,очень широко применялся,потом отменили из-за лактоацидоза(может вызвать),а теперь вновь препарат первой линии при лечении СД.
1	Это было похоже на эпидемию, которую связали с ухудшением экологии- промышленный бум как никак. Но в 1961 году один профессор нашел взаимосвязь между родившимися детьми с пороками и приемом талидомида   матерью во время беременности. Спустя долгих 14 лет после начала его продаж..
0	Нашла конфеты, которые когда-то притащил друг из Амстердама. Думаю вот - устроить увеселительные выходные или тихо сидеть на ксанаксе?
1	оксикодон, но от оксимирона меня тож блюёт и не помогает боли, так что одна хуйня?..
0	"Вирусная инфекция может быть причиной поноса. Имодиум против поноса" твари, вы охуели, сраные рекламщики, вы убиваете людей ПИДАРАСЫ!
0	Когда тебя не брало ни 2,5 мг феназепама, ни валерьянка, ни небо, ни глицин, ни аллах и врач тупо выписывает тебе кветиапин
1	Скорее всего я вчера проблевалась потому что сожрала всё в состав чего входила мука В инструкции к глюкофажу конечно указано "нееш быстрые углеводы подумой" но я слишком занятая девушка чтобы читать какие-то там инструкции к препаратам от которых могут отказать почки
1	спрашивает зачем тебе нужен прегабалин  говорю побочные у меня от ад были в виде судорог он говорит ОТ ТВОЕГО АД ТАКОГО НЕ БЫВАЕТ  бич????? скажи это моему организму И графе побочек в инструкциях
0	всяко рыльское бильжо вывалить навалом - обработать колом в Жо чтоб не казалось мало! А после выдать им имодиум и вывести на подиум
1	антибиотик цифран мерзкий на вкус, хожу уже который день как говна поела и ничем этот привкус не убрать
1	64. вообще, побочки проявляются по-разному, но есть странные пиздец. типа мыслей о суициде. это меня, кстати, и доканало до того что я закинулась пачкой флуоксетина в желании сдохнуть, вот это охуенные антидепрессанты ниче не скажешь. но отсутствие аппетита все же класс
1	Учитывая то, что мне назначили сероквель, с которого любую анобабащку распидорасит, имеет смысл вернуться к ведению дневника жранины.  К слову, с колес я выспалась как никогда, просто все дерьмо из этих семи часов выспала.
0	Завтра мне придется прыгнуть выше головы и написать реферат. Я не представляю, как я это сделаю, потому что последние полтора-два месяца у меня сосредоточенность на нуле и совершенно отсутствует способность к генерации информации. Отчаяние такое,что хоть на кветиапин снова садись
0	Лазолван отхаркивающее, пульмикорт снимать приступы и спазмы? У нас есть и то и другое, но основной это лазолван
1	Но вот побочки у прегабалина пздц было написано
1	@nastya02081998 Голодание+кофе+сигареты+бисакодил+фуросемид+феназепам+флуоксетин=реанимация и тахикардия, испорченная обменка и все в куче Фуросемид жестко выводит кальций из организма
0	ниабизатильна было петь носорог рог рог идёт надо было спеть слово на н идёт!!!! АААААА ФАШИСТОВ НА ПОДИУМ ПРИНИМАЙ ИМОДИУМ
1	Принимая, например, прозак очень сложно заснуть. Пять месяцев почти провел на снотворных. Потом почему-то отпустило
0	Доброе утро . . . . . . . . .  . .  . . . ХА, НАЕБАЛ, ЩАС ВЫПЬЮ КСАНАКСА И ОПЯТЬ СПАТЬ
0	Хочется жить, а через десять минут уже хочется сдохнуть  Слишком быстро меняется все, инструкция есть только к флуоксетину, хотя нужнее была бы  к жизни
0	Мне тоже недавно флуоксетин выписывали
1	@alonsokexano Пойти к психиатру и сказать, что чот мне не очень, но есть объективные причины, что делать? У тебя не Паксил был, случайно? А то с них ещё слезать надо медленно и печально, сокращая до 1/4, иначе может ломать.
0	Не помог сеалекс - прими куколдрекс!
1	Тромбоэмболия может произойти и при профилактике. И от профилактики (гепарин, фраксипарин, ксарелто) могут быть осложнения - кровотечения. Тут очень тонкая грань. Сам по себе перелом или вывих шейного отдела позвоночника может привести к смерти из-за отёка мозга
0	Не забыть: не жрать прегабалин минимум 4 дня теперь.
1	Блин, у меня такое ощущение что Велаксин меня бросает в гипоманию
0	веселая молодежь у #Тартт -не только водка,еще "кирпичики ксанакса, стопки ягермайстера" (это что?),курят коноплю и нюхают клей (!) и воруют
0	Хочу передать привет и сказать спасибо моему ЛВ за неограниченный доступ к Кветиапину. Можно просто выключать себя на пару дней этой чудо-пилюлей. Звучит фантастически, а на деле так вообще балдёж
0	под ксанаксом дохуя позволено современным бомжам,я смотрю
0	@vikyla_veresova  ну адерал слишком сильный
0	Куда пропал весь Сероквель Пролонг, я не понимаю? У меня от него меньше всего побочек
1	*закинулся ксанаксом и смотрит телепузиков на потолке*
0	Нурофен  Хлоргексидин Паксил  Морковь Лук Ребра
0	У меня тоже не получалось, пока не стал пить метформин пару месяцев назад. Ладно не такой голодный, но еще когда начинаешь курс, становится жалко есть калорийную еду и тратить таблетки впустую
0	Блин. Надо тратиться на беродуал. Не помогает мне сальбутамол, гад. По деньгам, да и в больнице если сильно вымудриться, можно бесплатно получать. Но зараза, не держит. И всё на фоне ближайшего адского безденежья.
0	@kushnir72 Ещё прозак под знаком скорпиона. Но это вообще затянуто
0	Мало урбазон, мало вентолин. :-D
1	Когда ты принимаешь а/д. Ты не замечаешь их действия. Ты пьёшь и пьёшь, а потом думаешь нафиг я их пью и так все вроде прошло. А это они подействовали просто. Привыкание и отмена это у комплексных а/д типа паксила. Их параноикам прописывают.
1	дома истинный лазарет: у одного кота температура 41 и 8 лекарств каждое утро, второй хромает на обе лапы после 3 дней уколов ношпы и вообще плотно сидит на габапентине, а меня укачивает до блевотни и темноты в глазах каждый раз, когда пытаюсь дойти хотя бы до ванны.
1	@Faustovsky_ В наличии и под заказ, чуть что, пропадает аппетит. В прошлом году полгода насильно еду в себя пихала. Так что теперь не парюсь лишними см и кг, главное, что пожрать охота. А ведь это и аппетит к жизни, что важнее для жизни) Метформин не помогает наладить углеводный обмен?
1	@baetaejo @soukokuisreal И вообще я в целом говорю, просто не жрите таблетки. Сначала ты просто интересуешься, а потом покупаешь. Я так чуть не подделала рецепт, лишь бы флуоксетин купить.. пожалуйста, осторожнее вы обе😭💖 Если неспокойно, купите персен, и тогда вы будете овощем, которому на все насрать
0	Отдай сигарету, ты должен быть ЗОЖником!, - говорит Новак человеку с ксанаксом на кармане
0	@v_tretyakov Почему вы не вникаете в причину намерения а судите о событии изолированно?  Пока еда лежит 2-3 часа в портфеле она портится и может вредить здоровью ребёнка.  Я понимаю взрослый - обосрался, выпил имодиум, и ладно. Но детей то пожалейте!!!
1	Да бром не нужен, в синтезе желудочного сока +кветиапина+вольпраолевой кислоты . Так опять бесплодие начинается , то нас (он) то у них (она). Его в армии дают. Так что в кветиапине цепочку из Брома надо  было убрать . А порно, прогой делается , мне её показали на проце 3 пенька,
1	Я не верила своей подруге, что у неё расширялись зрачки от паксила.  Привет, моя девочка, дулоксетин тоже расширяет.
0	У этих реперов все самое лучшее, даже лекарства. Ну согласитесь, что перкосет звучит благородней, чем оксикодон. И тут не могут не выебываться!
1	господи как же плохо вечером от прозака ебаного
1	Под ксанаксом сим действительно успокаивается, даже слишком. Он долго тупит перед тем, как выполнить действие, потому что сильно залипает. Иногда его вообще рубит спать.
1	Есть перестал, прозак криво вставлял.
0	@d_biochemistry_ Добавлю, что в аптеках остался Квентиакс СР на 300 мг. (продают остатки) и Сероквель Пролонг на 400 мг одну упаковку видел, но у меня рецепт на 120 табл. по 200 мг, так что мне они недоступны
0	Кто-то из ленты лечился от менталок? Мне срочно нужны антидепрессанты, а в СНГ с этим плохо. Как их получить легально, без вреда для будущей работы? Как лечиться от этого дерьма в СНГ? Мне только в 15 выписывали Прозак, а потом я покупала его нелегально. Вот и настал п*здец.
1	@sanyacharon Привет,  котенок,  я человек с тем же диагнозом, уже полтора месяца принимаю пароксетин и пока не вижу эффекта (твой тред вызвал надежду)  Как думаешь, ТДР давит на восприятие?  У меня страх,  что я не люблю своего человека,  потому что не испытываю того,  что было до депрессии
0	Вспомнила тут, что несколько месяцев назад снизила наконец дозу венлафаксина до нуля, то есть больше не пью никаких колёс. И всё хорошо :)
1	О, я неистово плюсую габапентин, у меня с ним засыпание сократилось с трёх часов до минут 20. И панические атаки и комок в горле ушли. Прям чудное дело
0	Фармкомпания ЗАО «Сандоз» добровольно отзывает из обращения 68 серий  популярного лекарства против диареи - «Лопедиум» в капсулах.
0	И самый отстойный у симбикорта. Беродуал вкусненький но дороже сальбутамола :3
1	Так значит, это окончательный ответ. Мгм. Ну теперь главное продержаться до флуоксетина несколько дней и не получить ебейший срыв
1	Моя любимая история про флуоксетин: препарат применяется для лечения анорексии, при этом, внимание, в побочках «может вызывать анорексию». А А А А А А А А
0	ДА ПО ЕБЛЕТУ ТЫ СЕБЕ ПОБИБИКАЙ И ВЕДРО СВОЙ СДАЙ В МЕТОЛОЛОМ
0	может быть.., если бы была потрачена.. (это всё сеалекс я не виновата)
0	Так что если увидите меня слишком спокойным,не удивляйтесь я просто буду под ксанаксом
1	Господи ещё десять минут и куплю нормальный сальбутамол, потому что от алтайского мне чёт совсем нехорошо
0	Многое бы отдал за пачку адерала или всякие штуки которые продают для далнобоев в США на заправках
0	Флуоксетин в массы! (мне в кармашки)
1	Пароксетин это прямо панацея, жизнь без постоянной тревоги если не сказка, то по крайней мере уже не ад
1	Моя девушка объебалась чем-то вроде ксанакса и теперь спит, и не хочет вставать А я делаю работу за нас двоих 🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️
1	24.07-105 лет со дня рождения Фрэнсис Кэтлин Олдхэм Келси (1914-2015)-фармаколога. Отказывалась лицензировать выпуск препарата талидомид в США. Вскоре было доказано, что употребление талидомида вызывает серьёзные пороки развития у новорожденных. #медицина #библиотека
0	Девочки под ксанаксом думают что не палятся, но мне достаточно просто увидеть хуилион ваших историй в инст, а так же подтянутые черты лица чтобы спалить вас
0	ах, как пахнут твои волосы флуоксетином и концентрированным фенобарбиталом.
0	никогда не пейте ципрофлоксацин. это пиздец. полный. на мне сказалась такая побочка, как будто героином обкололась
0	Дозировка оланзапина и вальдоксана, на ночь аминазин Помогают поверить, что каждый человек заменим
0	Ребята, кому-то нужен триттико? Обменяю на фенибут.
0	придумала шутку про то что в мире астерикса и обеликсом я была бы ксанаксом и сама смеюсь
0	Имодиум по структуре молекулы, кстати, почти героин. В Штатах была история, им переламывались с мёда и дохли от запора
1	спасибо адепрессу, циклодолу и нейролептикам за то, что я такая счастливая теперь.
0	БАКЛОФЕН ЭТО ФЕН ДЛЯ БАКЛАНОВ(с)ЗАДОРНОВ
0	нашел залежи флуоксетина рисполепта зипрексы финлепсина депакина ламиктала кеппры и циклодола  смеюс почему НЕ ВЫКИНУЛИ???
0	-Блин, вентолина нигде нет.. -Звучит как квест! Я принимаю бой! -Нет, не принимаешь. -Ладно.
1	Ладно бы просто грустненько_тм было как это обычно бывает, но тк это дешманский адепресс, отходняк начался сука физический, я будто каждую секунду катаюсь на вертелке, а потом блюю, спать толком не могу, голова болит пиздец я овощебаза короче
0	@assclasshero О! Меня от него лечили и внезапно вылечили Короче, спрей Авамис или любой аналог с флутиказоном, что дешевле, но менее забористо, и таблетки сингуляр по 10 мг, там 14 шт Таблетки раз в день, спрей утром и вечером по инструкции, дорого, но ит щит рили воркс
0	Нет, я выписываю сразу оксикодон в таких случаях
1	я блядь просто в ахуе моей маме какая-то мразь дала флуоксетин чтобы блядь ПОХУДЕТь просто какого хуя
0	Какие подводные камни? Ксанакс обязателен потом? Или можно на спирту проскочить?
0	Неизвестны основы - почему иммунная система начинает вести себя агрессивно по отношению к собственным клеткам организма? У меня нет диабета, у меня тиреоидит Хашимото с последующим гипотиреозом и пожизненное принятие эутирокса. Я не смогла найти внятной информации о причинах сбоя
1	Послезавтра защита дипломного проекта. Сдам я его конечно на пять, я же охуенная. (накачаюсь ксанаксом чтобы не умереть от паники публичного выступления)
0	Еду в трамвае, чувствую себя аки  бэд герл, слушаю пинкфлойд, на деле 20 мг таблеточка прозака
0	Сиофор® 850  Начинают с суточной дозы — 1 табл. Сиофора 850, затем ее увеличивают с интервалами примерно в 1 нед до средней суточной дозы — 2 табл.   АААААА почему мне прописали сразу 2 таблетки это странно простите но я тоже врач и вы больше не вызываете у меня доверия
0	мне прописали паксил но его нет в аптеках прикольно да и че теперь делат
0	лид: что подарить на др? пишу "годовой запас прозака"  стираю. пишу "какобычно" как обычно, самому все делать приходится
0	Всё из рук валится, любая мелочь доводит до слёз, истерика от контакта с людьми, рассинхронозация с самим собой  Во всем виноваты вещества? Если всё можно решить паксилом,то почему леса в Сибири так ярко горели?  Ешьте свои транки, пока я буду ебать вашу мамку в рот ножом
1	так сегодня первый день уменьшения эсциталопрама и увеличения венлафаксина надеюсь организм не умрёт страшной смертью
1	Зипрекса- полный пиздец. самый сильный нейролептик-антипсихотик. из моего опыта: мне назначил его доктор-ебантяй, думая что у меня совсем пиздец проблемы с башкой. так вот, от ЧЕТВЕРТИНКИ я спал ДВОЕ СУТОК БЛЯТЬ, ДВОЕ
1	Пила долго золофт, из побочки отсутствие либидо и тошнота иногда, психиатр сказала, что не особо женский препеарат. Сейчас на прозаке, из побочки только тошнит иногда. ТОЛЬКО НЕ ПЕЙ КАЛИКСТА, + 10 кг, не могла понять откуда, хорошо, что психиатр спалился и быстро вернула вес)
1	А паксил разве помогает от мрачных мыслей? По-моему, от него только тошнит и болит голова.
0	Идет 68-ой день работы без выходных!..  /   / Я пью Метаквалон 15 раз в день, чтобы спина не болела. Адрал, чтобы быть в фокусе. Ксанакс, чтобы снять напряг. Травку, чтобы уснуть. Кокаин, чтобы проснуться. И Морфин, ну, потому что он вкусный)) https://t.co/N0ORjvegxC
1	бляхомуха чумазики кто пил флуоксетин у вас были огромные зрачки после него?
1	Но у меня нет МДМА. Есть только пара припасенных капсул с Прегабалином. Впрочем, почему бы и не да. Голова-то болит совершенно скотски.
0	@Dyakiv Эти больные, современные настолько счастливые, что на вопрос "какие хрон.заболевания у вас есть" говорят, "никаких". Спрашиваю "какие препараты принимаете" "эутирокс" "зачем?врач назначил?" "да, у меня она удалена, но я не больная!" Больная, дорогая, больная))) волшебные
1	Ух, если понижение дозировки алпразолама так тяжело даётся, что же будет после отмены через неделю
1	Мне сначала рексетин на год выписывали, но я от них как овощ была и при этом спать перестала. Зато никаких эмоций вообще
0	ээг ничего страшного не показала. завтра дуплекс, а в конце недели можно браться за рексетин.
0	я против ксанакса, я против амфетамина, против алкоголя, против курева, тебе от матери пизда,если она узнает что ты оказался там где не надо
1	@carolinamoskvi Конвалис, в побочных эффектах головокружение, заторможенность, потеря ориентации
0	я походу упал в котёл с прозаком
0	@SKazachka спасибо, Светик😘 меня тамифлю вытащил.. может и вам поможет
1	Лучший завтрак - это кофе и пара капсул флуоксетина:3 и все сразу так хорошо, хочется горы сворачивать!
1	когда ебаю симбикорт, начинаю неебово так кашлять
1	Интересные сведения.Я принимаю 2р в сутки метформин и инсулин продленный и короткий
1	@denegnetnixya @soskoter @elenash500 Но ты смогла!! А муж три раза бросал, мы три раза страдали, в последний раз я подключила прозак и витамины, было легче. Продержался 2 года и закурил(!
1	От лоперамида как раз мазать и перестает
0	В преддверии гриппа. Осельтамивир, продаваемый как Тамифлю, стал стандартом лечения гриппа в большинстве стран и у нас. Дороговато, но работает. ☝️ Все остальное - фуфломицины и облегчение симптомов. Не ведитесь на рекламу.
0	Корвалол давно сняли с производства! Уже новые препараты! Лучше сразу прозак! ;-)
1	выражаю благодарность прозаку, феназипаму,трамадолу,фенибуту и пр за то,что сейчас я не чувствую ничего кроме разрастающейся апатии и тоски.
0	Новость, на которую всем похуй: наконец-то мои волосы выпадают в пределах нормы. Да здравствует левотироксин, железо и витамин D.
1	@TheHomoErgaster @InPearly Для колли, шелти, келпи, и пары фидов овчарок опасны: гидрокортизон, декса, лоперамид Был мужик, что лечил водкой собаку, что упала в прорубь. Люди в лечатся так. А собака получила непоправимое поражение нервной системы. Пришлось усыпить.
0	Имодиум из другой области,а ношпа спазмолитик. Разные индикации и оба не для желудка.
0	Железный купол лоперамида всегда выручит
1	под прозаком такое бывает. ёбнешь колесо и три часа всех любишь, радость дикая такая. потом, как отпускает, начинаются кары египетские.
1	Ну, Феназепам вырубает хорошо, это факт. Но от тревожности алпразолам - лучшее, что я тестила. Шикарная вещь. Хотя и сон с него норм. Перед сном чуть большую дозу и збсь отруби.
1	Увеличила дозу кветирона Знаю нельзя самостоятельно это делать Но не могу пребывать в бодровственном состоянии, мне лучше когда я сплю Пусть даже мне снится бред и ужасы,там я не думаю о том что я не в порядке
1	на тразодоне сплю свои восемь часов, кайнд оф йей
1	я приняла тогда 1табл.метопролола,полтаблетки веропомила.У меня начался сердечный приступ(у меня порок сердца,надо индивидуально подб.лек-ва
1	«БАКЛОСАН ПОЛНАЯ ХУЙНЯ, КОТОРУЮ НЕЛЬЗЯ КОНТРОЛИРОВАТЬ, ОТ КОТОРОЙ ПРОТЕКАЕТ КОЛПАК, ЕСЛИ НА НЕЕ ПОДСЯДИТЕ ВЫ В ФИНАЛЕ: ОКАЖИТЕСЬ В ПСИХУШКЕ, ПУСКАЯ СЛЮНИ.., С ОРГАНИЧЕСКИМ ПОРАЖЕНИЕМ ГОЛОВНОГО МОЗГА И ВДРЫЗГ РАЪЕБАНОЙ НЕРВНОЙ СИСТЕМОЙ!!!!!»
1	можно, конечно, но бензодиазепины и кветиапин меня по крайней мере вырубят
0	Такое часто. Сидишь глушишь тамифлю убойные токсичные колеса. На автопилоте. А потом удивляемся откуда трындец со здороьем берется..
0	Второй месяц сижу на флуоксетине и благодаря этому чувствую себя прекрасно
1	просто интересно, было бы все настолько фатально в этом плане, если б не вот эти постоянные упреки. я помню, как когда набрал резко вес из-за оланзапина, был в шаге от самоубийства из-за ненависти к себе (хотя были и другие причины). и это страшно.
1	Гриша, ты флуоксетином себе желудок посадишь на всю жизнь и это говно - эффект плацебо
1	ебнула велаксина, а как будто бы мдма - челюсть сводит и  какое-то возбуждение странно приятное
1	Прозак заебись, меня не бесит работа, переносится отлично - как будто просто обычная я, но меня ничего не раздражает. Единственное, что нифига он не стимулирует, спать охота олл дэй, из-за чего приходится пить много много кофе.
0	Лечиться от депрессии флуоксетином было норм идей
0	симбалта это вроде ноотроп и она мне подходила и вот сейчас мне её снова назначили НО в прошлый раз меня на ней начало разъёбывать физически НО не факт что это было от неё надеюсь что нет
1	выпила утром паксил и теперь буду весь день думать о том как не блевануть на пациентов и вам доброго утречка!
0	ща бы флуоксетином закинуться но мне его так и не продали
1	С понижением дозы ксанакса реально стал гораздо лучше спать, таки побочка это была, побочка
1	Сейчас чувствую такое безразличие, словно я под ебучим флуоксетином
1	без габапентина либо параличи либо ужасы снятся нахуй надо больше не буду пропускать не дня этих нейролептиков
1	В тему о беречь родителей. Нашла у матери таблетки «метформин». Говорит, сестра ей дала для похудения. Таблетки от сахарного диабета. С кучей побочек и большой вероятностью отказа почек. Вставила словесных пиздюлей обоим!
1	Первый: кветиапин Северная звезда, 25мг. Доступность и цена: 9/10, действие в сравнении с оригом: 8/10, побочки в сравнении с оригом: 2/10. Ты хочешь спать и на ориге, но только на этом дженерике у тебя галюны (ты должен бороться со злом, а не стать им) и крючит (не акатизия).
1	сероквель, побочные эффекты: перманентный бичфейс.
1	ЭХ ЩАС БЫ ФЛУОКСЕТИНОМ НАКИДАТЬСЯ И АНОРЕКСИЧКОЙ СТАТЬ
0	Я тоже расстрельный список препаратов читал но тамифлю при гриппе и простуде помогает все равно лучше чем чтение расстрельного списка препаратов. В принципе даже оцилококцинум помогает лучше.
1	Отменили оланзапин и весь день голова ватная。Не могу встать с кровати 。
1	Я: от кветиапина меня вырубает  Психиатр: увЕЛИЧИТБ ДОЗУ
0	«Андекса»: первый антидот «Ксарелто» и «Эликвиса»
0	@VishnevayaVesna Сейчас только паксил и парацетамол
0	А как там кстати Сеалекс? А что? А вдруг!
1	Такое ощущение, что это ламотриджин вывел меня из состояния деперсонализации/дереализации, в котором я находилась последнее время,  и теперь ко мне вернулась депрессия
1	"широкую известность в США получили случаи суицида и других видов агрессивного поведения на фоне приёма флуоксетина"   агрессивный суицид
0	лоперамид вместо имодиума, панкреатин вместо мезима, что там еще было? )
1	кветиапин обманул меня чтобы набрать классы я всё ещё не могу спать и вижу во сне всякую поебистику
1	От антибиотиков очень клонит в сон. Хуже кетилепта, блин.
0	По вене мне пускают цефтриаксон + дают еще один антибиотик лефлобакт. Плюс витаминку и физраствор.
0	@DevonaKaiden а тебе слезть с ксанакса
0	Коллега, пейте чай, плизил и никакого суициду
1	кветирон хорошо рубит с 50 мг но он по рецепту
1	я перестала пить фенибут и перестала спать. это ещё цветочки, к весне психиатр снимет меня с ламотриджина и ад, наверное, можно уже натирать веревку мылом
1	И так, Эутирокс 125 работает👌. Вес уходит .  Это не для похудения, это моя щитовидная железа фсё ёк, из-за этого пошел резкий набор. ☝️ Обследуйтесь у эндокринолога, сдайте кровь на всякие там ТТ, если вдруг стали набирать вес на ровном месте и чувствуете постоянную усталость.
1	Здравствуйте!скажите пожалуйста может ли прием эутирокса быть причиной головокружения?
0	я дала брату прочитать инструкцию от флуоксетина и он, дочитав, спросил меня: - ты точно всё читала? - ну, вроде, всё, что нужно. - ты в курсе что там написана кома в случаях передозировки? - ага))))
1	Чем больше ты удалбливаешься сейчас прозаком и прочим, тем больше ты будешь смазывать хавчик со своего ебала в старости
0	когда начиталась на тамблере про лечение сдвг и выдумываешь истории про подружек с ксанаксом не зная что в россии вместо него выписывают феназепам
1	Подозреваю, что на венлафаксине вес набрать трудно. Чуть переешь - тошнит.
1	@vishnevskaya_18 так просто не хотела есть?или ты пила что-то типа флуоксетина?или ты может болела?
0	@vasyunin ну да, я вот на сальбутамоле плотно  сижу и даже кошка уже не помеха
0	Это был 2009 год, кажется. Детей как-то миновало,а вот взрослых полегло много.В группе риска были: беременные и молодые люди с избыточной массой тела.Помню тогда обменивались информацией с коллегами на Русанесте, у кого сколько с гриппом на ИВЛ. С тех пор тамифлю всегда в аптечке
1	@InnaShidlovskay смпаю после флуоксетина только больше есть хотелось. + он вроде усиливает суицидомысли и тревогу
0	Закупка Метформина для отдельных групп населения и лиц, страдающих отде #tender
0	Ещё бы ксанаксом, героином и цианидом за компанию накормил.
1	Флуоксетин, усиливающий действие этанола - отличный выход для нищего студента в депрессии, желающего напиться одной бутылкой пива. Работает!
1	Чуть не откинула кони, то ли из-за диеты, то ли из-за флуоксетина о.о в полуобморочном состоянии могу дойти только до пары комнат.
1	Есть транквилизаторы, но они отупляют. Нейролептики - нет, от них сначала хреново (но это не опасно), а потом и сон норм, и эмоции выключают, что тоже полезно. В моем случае Кветиапин
0	У розувастатина полно генериков - американский (вроде) Crestor, израильский Тевастор, Статор
1	зависит от группы. если сиозс (флуоксетин, пароксетин) готовься, что эффект будет появляться в течение 4н в среднем, не сразу~бах и ты охуенно счастлив. главное грамотное наращивание дозировки. первые 2н мб незначительное ухудшение настроения.ну и не бросать резко(прием от 6мес)
1	Когда первый раз норм выпила на фоне флуоксетина, весь следующий день казалось, что сейчас отъедет кукуха, но еще не отъехала, но держится на одном кирпичике, и так весь день (было настолько стрёмно, что не пила потом недели три)
1	Поэтому при назначении флуоксетина  следует соотнести риск суицида и пользу от их применения.
1	проснулась сегодня с низким давлением, опять все мышцы напряжены и тошнит ужасно. и тут я вспомнила почему я бросила паксил.
0	Даже в завещании указывать то и некого) Да и брать особо нечего. Что был, что не был, и не заметно.  Вечер депрессии продолжается, я нашел заначку паксила) Всем мир! ✌
